NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,IMPORTER COUNTRY,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,PORT OF DEPARTURE,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,Final Qty,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS
2339,22-01-2021,10063020,Basmati Rice,ASHIRWAD DISTRIBUTION COLTD.,.,Thailand,Thailand,.,.,.,.,D D INTERNATIONAL INC.,JATTIPUR ICD (INDWN6),"26,THE MALL,AMRITSAR   ,PUNJAB ,143001 ,506209-506211 ,",India,1950.14,0.00,USD,0.00,,0.00,,2.00,2.00,MTS,50BAG OF CLASSIC SELLA BASMATI RICE(NATU RE S GIFT BRAND) PKD IN NON WOVEN BAG OF 10 KG&4 SUCH PCH I,0.00,,,,,,Bangkok,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
2340,22-01-2021,10063000000,"Semi milled or wholly milled rice, whether or not polished or glazed",SOMDIAMLTD.,.,Uganda,Uganda,.,.,.,.,SAKUMA EXPORTS LTD 602 GANESH GLORY NR BSNL OFFICE GODREJ GARDEN CITY ROAD OFF S.G. HIGHWAY JAGATPUR AHMEDABAD GUJARAT,,602 GANESH GLORY NR BSNL OFFICE GODREJ GARDEN CITY ROAD OFF S.G. HIGHWAY JAGATPUR AHMEDABAD GUJARAT,India,0.00,73575577.32,UGX,53212.00,Kg.,53212.00,,53212.00,106424.00,Kilogram,INDIAN RICE INDIAN LONG GRAIN WHITE RICE,0.00,,,,,,,,,,0.00,,,India,,,,,,0,0
2341,22-01-2021,10063010,"Rice, parboiled",BARKAT FOOD STORE BOLTONLTD.,.,United Kingdom,United Kingdom,.,.,.,.,H A R EXPORTS AND IMPORTS,HAZIRA PORT SURAT (INHZA1),", , , ,",India,605.00,0.00,GBP,0.00,,0.00,,50.00,50.00,NOS,SURTI KOLAM RICE 5KG X 04 (AS PER INVOIC,0.00,,,,,,Felixstowe,HAZIRA PORT SURAT (INHZA1),,,0.00,,,,,,,,,0,0
2342,22-01-2021,10063010,"Rice, parboiled",BARKAT FOOD STORE BOLTONLTD.,.,United Kingdom,United Kingdom,.,.,.,.,H A R EXPORTS AND IMPORTS,HAZIRA PORT SURAT (INHZA1),", , , ,",India,973.00,0.00,GBP,0.00,,0.00,,100.00,100.00,NOS,SONA MASOORI RICE 5KG X 04 (AS PER INVOI,0.00,,,,,,Felixstowe,HAZIRA PORT SURAT (INHZA1),,,0.00,,,,,,,,,0,0
2343,22-01-2021,10063010,"Rice, parboiled",BARKAT FOOD STORE BOLTONLTD.,.,United Kingdom,United Kingdom,.,.,.,.,H A R EXPORTS AND IMPORTS,HAZIRA PORT SURAT (INHZA1),", , , ,",India,894.90,0.00,GBP,0.00,,0.00,,95.00,95.00,NOS,ROSE MATTA RICE 5KG X 04 (AS PER INVOICE,0.00,,,,,,Felixstowe,HAZIRA PORT SURAT (INHZA1),,,0.00,,,,,,,,,0,0
2344,22-01-2021,10063020,Basmati Rice,"COSMIC INTERNATIONAL, INC.",1203 BROADRICKDR RM 200 DALTON GA 30720,United States,Georgia,,,info@cosmicinternational.com,www.cosmicinternational.com,GURUSHARANAM AGRO FOODS PRIVATE LIMITED,JATTIPUR ICD (INDWN6),"NADANA ROAD,TARAORI,   ,KARNAL/HARYANA ,PIN-132001 ,9215910001,9215510001, ,",India,17915.39,0.00,USD,0.00,,0.00,,23.00,23.00,MTS,EXTRA LONG GRAIN BASMATI SELLA RICE  C/Y EAR 2020 S/CLEANED  PRAN BRAND PKG:1269 MASTER BAGS IN 40 L,0.00,,,,,,New York,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
2345,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),J.F.F.C,.,Viet Nam,VN - Viet Nam,.,.,.,.,RAINBOW EXPORTS,KOLKATA SEA (INCCU1),"57, ELLIOT ROAD,FLAT NO. 4C, 1ST F  LOOR, ,KOLKATA,WEST BENGAL ,PIN-700016 ,919434251148 ,rice.rainbowexports@gmail.com",India,152880.00,0.00,USD,0.00,,0.00,,390.00,390.00,MTS,INDIAN SWARNA SILKY SORTEX WHITE RICE 5%,0.00,,,,,,Ho Chi Minh City,KOLKATA SEA (INCCU1),,,0.00,,,,,,,,,0,0
2346,22-01-2021,10063010,"Rice, parboiled",AKILA TRADING PTYLTD.,.,South African Republic,South Africa,.,.,.,https://akila.co.za,AKILA TRADING PVT LTD,VIZAG SEA (INVTZ1),"W-105,GREATER KAILASH ,PART-I,   ,NEW DELHI ,110048 , ,",India,8733.66,0.00,USD,0.00,,0.00,,26.00,26.00,MTS,"INDIAN LONG GRAIN PARBOILED RICE FULLY S ORTEXED (NON BASMATI RICE) (50 KG PP BAG S) """"SHANI PREMIUM",0.00,,,,,,Durban,VIZAG SEA (INVTZ1),,,0.00,,,,,,,,,0,0
2347,22-01-2021,1006306709,"Rice, Semi-Milled Or Wholly Milled, Whether Or Not Polished Or Glazed","ООО """"АГРОТРЕЙД РУС""""",,Russian Federation,Russia,.,.,.,.,SHAH NANJI NAGSI EXPORTS PVT. LTD.,,,India,116910.00,0.00,USD,270000.00,Kg.,270540.00,Kg.,0.00,270540.00,KGS,"КРУПА РИСОВАЯ: ПОЛНОСТЬЮ ОБРУШЕННЫЙ РИС (НЕ БАСМАТИ), ПРОПАРЕННЫЙ, ПОЛИРОВАННЫЙ, НЕДРОБЛЕНЫЙ, ДЛИННОЗЕРНЫЙ С ОТНОШЕНИЕМ ДЛИНЫ К ШИРИНЕ 3 И БОЛЕЕ, НЕ СОДЕРЖИТ ГМО. ПРЕДНАЗНАЧЕН ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ (НЕ ДЛЯ ПОСЕВА), НЕ БОЛЕЕ 10 % БИТОГО ЗЕРНА",0.00,,CIF,САНКТ-ПЕТЕРБУРГ,ОТСУТСТВУЕТ,SHAH NANJI NAGSI EXPORTS PVT. LTD.,,,"ООО """"АГРОТРЕЙД РУС""""","188517, ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ТЕРРИТОРИЯ ПРОМЫШЛЕННАЯ ЗОНА, """"ЮЖНАЯ"""", СТРОЕНИЕ 4",0.00,,,India,,,,,,0,0
2348,22-01-2021,10063020,Basmati Rice,KRBL LLC (ON BEHALF OF KRBL LIMITED,.,United States,United States,.,.,.,.,KRBL LIMITED,DADRI ICD (INDER6),"5190,LAHORI GATE   ,DELHI ,110006 ,01123968328 ,mails@krblindia.com",India,35870.80,0.00,USD,0.00,,0.00,,920.00,920.00,NOS,INDIAN BASMATI WHITE RICE PACKING:10 LBS PR. POLY POUCH X 4 PP MASTER BAG (18.14 4 KGS) WHITE RICE M,0.00,,,,,,Long Beach,DADRI ICD (INDER6),,,0.00,,,,,,,,,0,0
2349,22-01-2021,10063020,Basmati Rice,"WORLD FOODS, INC.",.,United States,United States,.,.,.,.,THREE SIXTY EXPORTS PRIVATE LIMITED,SONEPAT ICD (INBDM6),"H-18 KIRTI NAGAR   ,NEW DELHI ,110015 , ,",India,8086.78,0.00,USD,0.00,,0.00,,7.91,7.91,MTS,870 BAGS OF CHANDNI CHOWK BRAND SELLA BA SMATI RICE PKD IN 20 LBS POLY BAGS FURTH ER PKD IN (2X20LBS,0.00,,,,,,New York,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
2350,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),BLUE ROSE IMPORTS LLC.,"600 BROADWAY STE 200-1035, ALBANY, NY 12207 US, TEL : +14808828384 ,, E_MAIL : INFO@BLUEROSEIMPORTS.COM",United States,United States,.,.,.,.,DECCAN GRAINZ PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),"11-11-398, PLOT NO.58, ROAD NO.6, SOWBAGYAPURAM, R K PURAM,   ,HYDERABAD, AP. ,0 ,040-24558599 ,suripangas@gmail.com",India,4089.45,0.00,USD,0.00,,0.00,,3.63,3.63,MTS,INDIAN PONNI RAW RICE (NON BASMATI RICE) PACKING IN 200 MASTER BAGS (EACH OF 40 LBS),0.00,,,,,,Houston,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
2351,22-01-2021,1006306709,"Rice, Semi-Milled Or Wholly Milled, Whether Or Not Polished Or Glazed","ООО """"МАНГО""""","353900, Краснодарский край, город Новороссийск, ул Энгельса, д 7, оф 223",Russian Federation,Russia,.,.,.,.,H&R INTERNATIONAL,,,India,18452.60,0.00,USD,20187.00,Kg.,20382.00,Kg.,0.00,20382.00,KGS,"РИС BASMATI,СОРТ SELLA, ПРОПАРЕННЫЙ. ПОЛНОСТЬЮ ОБРУШЕННЫЙ, ШЛИФОВАННЫЙ, ДЛИНОЗЕРНЫЙ С ОТНОШЕНИЕМ ДЛИНЫ К ШИРИНЕ 3 И БОЛЕЕ,УПАКОВАН В 850 МЕШКОВ И 203 КАРТОННЫХ КОРОБКИ РАЗЛИЧНОЙ ФАСОВКИ, НЕ СОДЕРЖИТ ГМО.",0.00,,CFR,NOVOROSSIYSK,ОТСУТСТВУЕТ,"""""H&R INTERNATIONAL"""", ИНДИЯ",,,"ООО """"МАНГО""""","353900, КРАСНОДАРСКИЙ КРАЙ, Г. НОВОРОССИЙСК, УЛИЦА ЭНГЕЛЬСА/КОНСТИТУЦИИ/СВОБОДЫ",0.00,,,India,,,,,,0,0
2352,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),AGL,.,Russian Federation,Russian Federation,.,.,.,.,SRI SAI NATH AGRI INDUSTRIES PRIVATE LIMITED,WARDHA ICD (INCHJ6),"MANA MA BUSINESS CENTRE,MERCANTILE  BUILDING,9, LALBAZAR STREET,BLOCK-A ,1ST FLOOR,R.NO.1076A,KOLKATA,W.B. ,PIN-700001 ,071-22680115 ,moti.ag89@gmail.com",India,54184.50,0.00,USD,0.00,,0.00,,150.00,150.00,MTS,INDIAN LONG GRAIN WHITE WHOLLY MILLED RI CE  5% BROKENS  100% HULLED  100% SORTEX ED  PACKING: 25KG,0.00,,,,,,Novorossiysk,WARDHA ICD (INCHJ6),,,0.00,,,,,,,,,0,0
2353,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),AGL,.,Russian Federation,Russian Federation,.,.,.,.,SRI SAI NATH AGRI INDUSTRIES PRIVATE LIMITED,WARDHA ICD (INCHJ6),"MANA MA BUSINESS CENTRE,MERCANTILE  BUILDING,9, LALBAZAR STREET,BLOCK-A ,1ST FLOOR,R.NO.1076A,KOLKATA,W.B. ,PIN-700001 ,071-22680115 ,moti.ag89@gmail.com",India,35831.00,0.00,USD,0.00,,0.00,,100.00,100.00,MTS,INDIAN LONG GRAIN WHITE WHOLLY MILLED RI CE  5% BROKENS  100% HULLED  100% SORTEX ED  PACKING: 50KG,0.00,,,,,,Novorossiysk,WARDHA ICD (INCHJ6),,,0.00,,,,,,,,,0,0
2354,22-01-2021,10063020,Basmati Rice,KRBL LLC (ON BEHALF OF KRBL LIMITED,.,United States,United States,.,.,.,.,KRBL LIMITED,DADRI ICD (INDER6),"5190,LAHORI GATE   ,DELHI ,110006 ,01123968328 ,mails@krblindia.com",India,5637.60,0.00,USD,0.00,,0.00,,240.00,240.00,NOS,INDIAN BASMATI WHITE RICE PACKING: 10 LB S POLY POUCH X 4 PP MASTER BAG (18.144 K GS) WHITE RICE (M.,0.00,,,,,,Long Beach,DADRI ICD (INDER6),,,0.00,,,,,,,,,0,0
2355,22-01-2021,10063020,Basmati Rice,"WORLD FOODS, INC.",.,United States,United States,.,.,.,.,THREE SIXTY EXPORTS PRIVATE LIMITED,SONEPAT ICD (INBDM6),"H-18 KIRTI NAGAR   ,NEW DELHI ,110015 , ,",India,7360.92,0.00,USD,0.00,,0.00,,7.00,7.00,MTS,1540 BAGS OF CHANDNI CHOWK BRAND BROWN B ASMATI RICE PKD IN 10 LBS POLY BAGS FURT HER PKD IN (4X10LB,0.00,,,,,,New York,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
2356,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),BLUE ROSE IMPORTS LLC.,"600 BROADWAY STE 200-1035, ALBANY, NY 12207 US, TEL : +14808828384 ,, E_MAIL : INFO@BLUEROSEIMPORTS.COM",United States,United States,.,.,.,.,DECCAN GRAINZ PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),"11-11-398, PLOT NO.58, ROAD NO.6, SOWBAGYAPURAM, R K PURAM,   ,HYDERABAD, AP. ,0 ,040-24558599 ,suripangas@gmail.com",India,2044.72,0.00,USD,0.00,,0.00,,1.82,1.82,MTS,INDIAN IDLY RICE (NON BASMATI RICE) PACK ING IN 100 MASTER BAGS (EACH OF 40 LBS),0.00,,,,,,Houston,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
2357,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),DOUBLE M GENERAL STORE SDN. BHD.,.,Brunei Darussalam,BN - Brunei Darussalam,.,.,.,.,SAFNA MARKETING,TUTICORIN SEA (INTUT1),"13-33G, MELAMUKKU MAIN ROAD,  KADAYALMOODU ,KALIYAL POST,KANYAKUMARI DISTRICT ,PIN-629101 ,04651 281081 04651 281086 ,safnamarket@rocketmail.com sslp.kanna@yahoo.co.in",India,355.00,0.00,USD,0.00,,0.00,,250.00,250.00,KGS,KATTUYANAM RICE,0.00,,,,,,Muara,TUTICORIN SEA (INTUT1),,,0.00,,,,,,,,,0,0
2358,22-01-2021,10063020,Basmati Rice,TASHI SHOPPING COMPLEX,.,Bhutan,Bhutan,.,.,.,.,JAISWAL INTERNATIONAL,LCS JAIGAON (INJIGB),", , , ,",India,74.40,0.00,USD,0.00,,0.00,,40.00,40.00,PCS,DAAWAT BROWN RICE 1KG,0.00,,,,,,Phuntsholing,LCS JAIGAON (INJIGB),,,0.00,,,,,,,,,0,0
2359,22-01-2021,10063020,Basmati Rice,TASHI SHOPPING COMPLEX,.,Bhutan,Bhutan,.,.,.,.,JAISWAL INTERNATIONAL,LCS JAIGAON (INJIGB),", , , ,",India,116.00,0.00,USD,0.00,,0.00,,100.00,100.00,PCS,DAAWAT ROJANA RICE 1KG,0.00,,,,,,Phuntsholing,LCS JAIGAON (INJIGB),,,0.00,,,,,,,,,0,0
2360,22-01-2021,10063020,Basmati Rice,TASHI SHOPPING COMPLEX,.,Bhutan,Bhutan,.,.,.,.,JAISWAL INTERNATIONAL,LCS JAIGAON (INJIGB),", , , ,",India,81.00,0.00,USD,0.00,,0.00,,60.00,60.00,PCS,DAAWAT PULAV RICE 1KG,0.00,,,,,,Phuntsholing,LCS JAIGAON (INJIGB),,,0.00,,,,,,,,,0,0
2361,22-01-2021,10063010,"Rice, parboiled",EAM,.,Djibouti,DJ - Djibouti,.,.,.,.,AL-GYAS EXPORTS PRIVATE LIMITED,MUNDRA SEA (INMUN1),"WORLD TRADE CENTRE,1704-,CENTRE - 1, CUFFE PARADE   ,MUMBAI,MAHARASHTRA ,400005 ,22151289,FAX NO. 3743310 ,age@vsnl.com",India,85025.50,0.00,USD,0.00,,0.00,,175.00,175.00,MTS,INDIAN PREMIUM LONG GRAIN PARBOILED RICE  P.R-11 Packing in 20 Kgs.Net Weight New Printed Strong JUT,0.00,,,,,,Djibouti,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
2362,22-01-2021,10063010,"Rice, parboiled",DIAMOND GRAINS TRADING LLC.,.,Djibouti,Djibouti,.,.,.,.,HRMM AGRO OVERSEAS PVT.LTD.,MUNDRA SEA (INMUN1),"HRMM AGRO OVERSEAS PVT.LTD.   ,SAHARANPUR/U.P. ,0 ,01342-2654331 ,",India,176045.40,0.00,USD,0.00,,0.00,,540.00,540.00,MTS,INDIAN NON BASMATI RICE PACKED IN PP BAG S 25KGS,0.00,,,,,,Djibouti,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
2363,22-01-2021,10063020,Basmati Rice,OYOUN ALNAEEM TRADING CO,.,Iraq,Iraq,.,.,.,.,GALAXY RICE INDUSTRIES PVT. LTD.,SONEPAT ICD (INBDM6),", , , ,",India,294435.54,0.00,USD,0.00,,0.00,,378.00,378.00,MTS,INDIAN 1121 CREAMY SELLA BASMATI RICE PK D IN 30 KG BOPP BAG,0.00,,,,,,Umm Qasr,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
2364,22-01-2021,10063020,Basmati Rice,NILASA TARABARA INTERNATIONAL,.,Iraq,IQ - Iraq,.,.,.,.,K D OVERSEAS,MUNDRA SEA (INMUN1),", , , ,",India,15779.75,0.00,USD,0.00,,0.00,,25.00,25.00,MTS,INDIAN 1121 CREAMY SELLA RICE PACKED IN 25KG NON WOVEN BAG WITH INNER TOTAL 1000 BGS,0.00,,,,,,Bandar Abbas,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
2365,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),STATE TRADING CORP.,.,Mauritius,Mauritius,.,.,.,.,MAC IMPEX,NHAVA SHEVA SEA (INNSA1),"R-22, A.P.M.C. MARKET-IIPHASE-II, TURBHE, VASHI,   ,NAVI MUMBAI, MAHARASHTRA. ,400705 ,7667805 fax no. 7655879 ,omsom@vsnl.com",India,75090.00,0.00,USD,0.00,,0.00,,250.00,250.00,MTS,LONG GRAIN WHITE RICE,0.00,,,,,,Port Louis,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
2366,22-01-2021,100630,"Cereals, rice, semi-milled or wholly milled, whether or not polished or glazed",EXPORT MARKETING CO,.,Mozambique,MZ - Mozambique,.,.,.,.,JAY ANAND FOOD INDUSTRIES,JAWAHARLAL NEHRU PORT,,India,0.00,0.00,,0.00,,29200.00,Kg.,0.00,29200.00,KGS,Semi-milled or wholly milled rice  whether or not polished o,0.00,,,,,,NACALA,JAWAHARLAL NEHRU PORT,,,0.00,,,,,,,,,1,1
2367,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),PALPA BHAIRAV IMPEX,.,Nepal,Nepal,.,.,.,.,SHIKHAR FOODS PVT. LTD.,SONAULI LCS (INSNLB),"WARD NO. 5, GHANSHYAM NAGAR  NAUTANWA ,MAHARAJGANJ (UP) ,PIN-273164 ,05522/234256,234636,236117 ,shikharfoods@yahoo.co.in",India,6800.00,0.00,USD,0.00,,0.00,,34000.00,34000.00,KGS,RICE (NON BASMATI RICE ),0.00,,,,,,Bhairawa,SONAULI LCS (INSNLB),,,0.00,,,,,,,,,0,0
2368,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),B.N. TRADERS,.,Nepal,Nepal,.,.,.,.,GANGA AGRO INDUSTRIES,LCS Nepalgunj Road (INNGRB ),"BHINGA ROAD  KALPIPARA ,BAHRAICH UP ,PIN-271801 ,05252 - 228431, 228258, 9415036534 ,",India,12920.00,0.00,USD,0.00,,0.00,,34000.00,34000.00,KGS,NON BASMATI RICE,0.00,,,,,,.NEPAL,LCS Nepalgunj Road (INNGRB ),,,0.00,,,,,,,,,0,0
2369,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),SHIJAN AGRO PACKAGING INDUSTRIES,.,Nepal,Nepal,.,.,.,.,SHIV SHAKTI MODERN RICE MILLS PRIVATE LIMITED,RAXAUL (INRXLB),"RAGHUNATHPUR,RAMGARHWA   ,RAXAUL,BIHAR ,PIN-845305 ,918544088424 ,shivshakti.rxl@gmail.com",India,9030.00,0.00,USD,0.00,,0.00,,21000.00,21000.00,KGS,NON BASMATI JEERA MASINO RICE 25KG,0.00,,,,,,Kathmandu,RAXAUL (INRXLB),,,0.00,,,,,,,,,0,0
2370,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),SAGAR MATHA AGRO TRADING PVTLTD.,.,Nepal,Nepal,.,.,.,.,"RIPURAJ AGRO PRIVATE LIMITED,",RAXAUL (INRXLB),"MAIN ROAD,  NEAR HAZARIMAL HIGH SCHOOL, RAXAUL, ,EAST CHAMPARAN / BIHAR ,PIN-845305 ,06255-221031 ,gupta_diesel@yahoo.co.in",India,16005.00,0.00,USD,0.00,,0.00,,1500.00,1500.00,NOS,RIPURAJ SONASHAKTI STEAM RICE 20 KG ( NO N BASMATI RICE ),0.00,,,,,,Birgunj,RAXAUL (INRXLB),,,0.00,,,,,,,,,0,0
2371,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),SAGAR MATHA AGRO TRADING PVTLTD.,.,Nepal,Nepal,.,.,.,.,"RIPURAJ AGRO PRIVATE LIMITED,",RAXAUL (INRXLB),"MAIN ROAD,  NEAR HAZARIMAL HIGH SCHOOL, RAXAUL, ,EAST CHAMPARAN / BIHAR ,PIN-845305 ,06255-221031 ,gupta_diesel@yahoo.co.in",India,31200.00,0.00,USD,0.00,,0.00,,3000.00,3000.00,NOS,RIPURAJ SONASHAKTI STEAM RICE 20 KG ( NO N BASMATI RICE ),0.00,,,,,,Birgunj,RAXAUL (INRXLB),,,0.00,,,,,,,,,0,0
2372,22-01-2021,10063010,"Rice, parboiled",A. S. TRADERS & STORE,.,Nepal,NP - Nepal,.,.,.,.,RAM BABU YADAV,JOGBANI (INJBNB),", , , ,",India,12566.40,0.00,USD,0.00,,0.00,,36960.00,36960.00,KGS,NON BASMATI RICE,0.00,,,,,,Biratnagar,JOGBANI (INJBNB),,,0.00,,,,,,,,,0,0
2373,22-01-2021,10063010,"Rice, parboiled",AL-NAJMATH INTERNATIONAL UNITED LLC.,"POSTAL CODE,PO BOX 1802",Oman,Oman,968-99339081,.,WYNADANKYMA@BSNL.IN,.,ROYAL BRAND INTERNATIONAL EXPORTERS,COCHIN SEA (INCOK1),"III/7,8, U. BAZAR,  ERIAD P.O.,KODUNGALLUR, ,THRISSUR, KERALA ,PIN-680666 ,9447732794 ,padiyathismail@gmail.com",India,880.00,0.00,USD,0.00,,0.00,,2000.00,2000.00,KGS,200 BAGS SULABHAM MATTA RICE(10KGS/BAG)( LUT ARN NO AD320320004210C),0.00,,,,,,Sohar,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
2374,22-01-2021,10063010,"Rice, parboiled",AL-NAJMATH INTERNATIONAL UNITED LLC.,"POSTAL CODE,PO BOX 1802",Oman,Oman,968-99339081,.,WYNADANKYMA@BSNL.IN,.,ROYAL BRAND INTERNATIONAL EXPORTERS,COCHIN SEA (INCOK1),"III/7,8, U. BAZAR,  ERIAD P.O.,KODUNGALLUR, ,THRISSUR, KERALA ,PIN-680666 ,9447732794 ,padiyathismail@gmail.com",India,1700.30,0.00,USD,0.00,,0.00,,3470.00,3470.00,KGS,694 BAGS PREMIUM LONG GRAIN MATTA RICE(5 KGS/BAG)(LUT ARN NO AD320320004210C),0.00,,,,,,Sohar,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
2375,22-01-2021,10063010,"Rice, parboiled",AL-NAJMATH INTERNATIONAL UNITED LLC.,"POSTAL CODE,PO BOX 1802",Oman,Oman,968-99339081,.,WYNADANKYMA@BSNL.IN,.,ROYAL BRAND INTERNATIONAL EXPORTERS,COCHIN SEA (INCOK1),"III/7,8, U. BAZAR,  ERIAD P.O.,KODUNGALLUR, ,THRISSUR, KERALA ,PIN-680666 ,9447732794 ,padiyathismail@gmail.com",India,2954.70,0.00,USD,0.00,,0.00,,6030.00,6030.00,KGS,1206 BAGS ROYAL LONG GRAIN MATTA RICE(5K GS/BAG)(LUT ARN NO AD320320004210C),0.00,,,,,,Sohar,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
2376,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),FAMILY MARKETING,.,Qatar,Qatar,.,.,.,https://happyfamilymarketing.com,"A.K. AHAMED MODERN RICE MILL,",TUTICORIN SEA (INTUT1),"40/2, MANNARPALAYAM ROAD,ALLIKUTTAI POST,   ,SALEM/TAMILNADU. ,636003 ,240703/241040/FAX NO.268327 ,kadhir_rice@rediffmail.com",India,1650.00,0.00,USD,0.00,,0.00,,3000.00,3000.00,KGS,NON BASMATI RICE 600  BAGS MASTERCHEF PO NNI RICE 5 KG,0.00,,,,,,Doha,TUTICORIN SEA (INTUT1),,,0.00,,,,,,,,,0,0
2377,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),FAMILY MARKETING,.,Qatar,Qatar,.,.,.,https://happyfamilymarketing.com,"A.K. AHAMED MODERN RICE MILL,",TUTICORIN SEA (INTUT1),"40/2, MANNARPALAYAM ROAD,ALLIKUTTAI POST,   ,SALEM/TAMILNADU. ,636003 ,240703/241040/FAX NO.268327 ,kadhir_rice@rediffmail.com",India,3887.25,0.00,USD,0.00,,0.00,,5325.00,5325.00,KGS,NON BASMATI RICE 1065  BAGS THANJAVUR WH ITE PONNY RICE 5 KG,0.00,,,,,,Doha,TUTICORIN SEA (INTUT1),,,0.00,,,,,,,,,0,0
2378,22-01-2021,10063090,Rice Excptg Parboiled (Excl Basmati Rice),FAMILY MARKETING,.,Qatar,Qatar,.,.,.,https://happyfamilymarketing.com,"A.K. AHAMED MODERN RICE MILL,",TUTICORIN SEA (INTUT1),"40/2, MANNARPALAYAM ROAD,ALLIKUTTAI POST,   ,SALEM/TAMILNADU. ,636003 ,240703/241040/FAX NO.268327 ,kadhir_rice@rediffmail.com",India,1755.00,0.00,USD,0.00,,0.00,,3250.00,3250.00,KGS,NON BASMATI RICE 650  BAGS MATTA RICE 5 KG,0.00,,,,,,Doha,TUTICORIN SEA (INTUT1),,,0.00,,,,,,,,,0,0
2379,22-01-2021,10063010,"Rice, parboiled",ROYAL DOHA TRADING W.L.L.,.,Qatar,Qatar,.,.,.,https://royaldoha.org,GLOBAL EXPORTERS,COCHIN SEA (INCOK1),"108/A, KOOLIMUTTAM P.O.  MATHILAKAM ,THRISSUR, KERALA ,PIN-680691 ,04802845114 FAX 2841687 ,royalfoodstuffsindia@yahoo.co.in",India,44.40,0.00,USD,0.00,,0.00,,40.00,40.00,KGS,04 CTNS NAVARA RICE (500 G X 20NOS)LUT N O.SL.NO.009/2017/CKDY DIVN,0.00,,,,,,PORT HAMAD,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
2380,22-01-2021,10063010,"Rice, parboiled",ROYAL DOHA TRADING W.L.L.,.,Qatar,Qatar,.,.,.,https://royaldoha.org,GLOBAL EXPORTERS,COCHIN SEA (INCOK1),"108/A, KOOLIMUTTAM P.O.  MATHILAKAM ,THRISSUR, KERALA ,PIN-680691 ,04802845114 FAX 2841687 ,royalfoodstuffsindia@yahoo.co.in",India,280.00,0.00,USD,0.00,,0.00,,500.00,500.00,KGS,100 BAGS IDLY RICE (5000 G X 1NO)LUT NO. SL.NO.009/2017/CKDY DIVN,0.00,,,,,,PORT HAMAD,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
