NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,IMPORTER COUNTRY,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS
639,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),NUTRIFRESH FOODSLTD.,"5381, 72 Avenue S.E. – Unit 30 ",Canada,Alberta,514 331-2099,.,admin@nutrifreshfoods.com,www.nutrifreshfoods.ca,R.S.RICE MILLS,"OPPSITE GURUDWARA TAHLA  SAHIB TARN TARAN ROAD, ,AMRITSAR,PUNJAB ,PIN-143001 ,2482711/2484711 ,diamond@jia.vsnl.net.in,info@ricemills.com",India,10125.00,0.00,USD,0.00,,0.00,,15.00,MTS,INDIAN PREMIUM RICE,0.00,,,,,,Montreal,CHEHERTA ICD (INASR6),,,0.00,,,,,,,,,0,0
640,28-01-2019,10063010,"Rice, parboiled",NOSSOR QURTAG COMPANY FOR IMPORT FO,.,Egypt,Egypt,.,.,.,.,APT REALTY PRIVATE LIMITED,"115 NEW INDIA INDUSTRIAL ESTATE,PL  OT NO 33 OFF MAHAKALI CAVES RD ,ANDHERI EAST MUMBAI,MAHARASHTRA ,PIN-400093 ,919619881101 ,aptrealty1@gmail.com",India,206700.00,0.00,USD,0.00,,0.00,,390.00,MTS,CEREALS RICE LONG GRAIN (15600 PP BAGS),0.00,,,,,,Alexandra(Egypt),MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
641,28-01-2019,10063010,"Rice, parboiled",NOSSOR QURTAG COMPANY FOR IMPORT FO,.,Egypt,Egypt,.,.,.,.,APT REALTY PRIVATE LIMITED,"115 NEW INDIA INDUSTRIAL ESTATE,PL  OT NO 33 OFF MAHAKALI CAVES RD ,ANDHERI EAST MUMBAI,MAHARASHTRA ,PIN-400093 ,919619881101 ,aptrealty1@gmail.com",India,0.00,0.00,USD,0.00,,0.00,,1.00,NOS,"(3) AL GHAZALA GENERAL TRADING LLC,AE (4 ",0.00,,,,,,Alexandra(Egypt),MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
642,28-01-2019,10063020,Basmati Rice,ARMAGHAN TEJARAT TAVANA CO,.,Iran,Iran,.,.,.,.,SUPPLE TEK INDUSTRIES PRIVATE LIMITED,"VILLAGE CHABBA,TARN TARAN ROAD,   ,AMRITSAR PUNJAB ,0 ,2100030,9501051191 ,suppletekindustries@gmail.com",India,74880000.00,0.00,INR,0.00,,0.00,,960.00,MTS,1121 INDIAN LONG GRAIN BASMATI SELLA RIC,0.00,,,,,,Chah-Bahar,KANDLA SEA (INIXY1),,,0.00,,,,,,,,,0,0
643,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),ABDUL AZIZ S.AL-SEBAIE&SONS CO,.,Kuwait,Kuwait,.,.,.,.,BARDHAMAN AGRO PRODUCTS I PRIVATE LIMITED,"VILL- AHALADIPUR, PO. -SHYAMSUNDAR   ,DIST--BURDWAN. W B , ,03451 203092 ,bapindia.pvt.ltd@gmail.com",India,7259.20,0.00,USD,0.00,,0.00,,349.00,NOS,GOBINDO BHOG(NONBASMATI RICE)UND.ESEAL.D,0.00,,,,,,Shuwaikh,KOLKATA SEA (INCCU1),,,0.00,,,,,,,,,0,0
644,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),KUWAIT FINANACE HOUSE K.S.C,.,Kuwait,Kuwait,.,.,.,.,SHRI KRISHNA FOODS,"181/21, INDUSTRIAL AREA,  PHASE-I, ,CHANDIGARH (UT). ,PIN-160002 ,01725006566 ,himalayabasmati@gmail.com",India,39756.36,0.00,USD,0.00,,0.00,,75.01,MTS,PP 11 STEAM NON BASMATI RICE PKDIN 19 K,0.00,,,,,,Shuaiba,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
645,28-01-2019,10063010,"Rice, parboiled",AL BUSTAN AL KHALEEJI CO. W.L.L.,P.O.Box 4351,Kuwait,Safat ,+965 24745976 ,+965 24726802 ,info@bustankhaleeji.com ,www.bustankhaleeji.com,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,31924.75,0.00,USD,0.00,,0.00,,35750.00,KGS,SHORT GRAIN MATTA RICE,0.00,,,,,,Shuwaikh,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
646,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),MARY'S MEALS LIBERIA,.,Liberia,Liberia,.,.,.,.,ITREAT GROCERS LLP,"1ST FLOOR, D BLOCK 276, SITARAM,SA  DAN, SHAMALDAS GANDHI MARG, ,OPP PARSI DAIRY,MAHARASHTRA ,PIN-400002 ,918879002001 ,raghav.itreat@gmail.com",India,52000.00,0.00,USD,0.00,,0.00,,130.00,MTS,"INDIAN 100% BROKEN PARBOILED RICE, NON S ",0.00,,,,,,MONROVIA,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
647,28-01-2019,10063010,"Rice, parboiled",PADIBERAS NASIONAL BHD. (BERNAS),.,Malaysia,Malaysia,.,.,.,.,MAHAN EXPORTS,"20, APPU MAISTRY STREET  MANNADY ,CHENNAI,TN ,PIN-600001 ,5228546/5210533 ,",India,14875.00,0.00,USD,0.00,,0.00,,25.00,MTS,INDIAN STEAM PONNI RICE RICE IN 50 KGS C,0.00,,,,,,Pasir Gudang,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
648,28-01-2019,10063010,"Rice, parboiled",K. S. MURUGAN FLOUR MILL SDN. BHD.,.,Malaysia,Malaysia,.,.,.,.,WILSON ENTERPRISES,"NO.85/129, LLOYDS ROAD,ROYEPETTAH,   ,CHENNAI, TAMIL NADU. ,600014 ,28111553 ,wilsonimpex@yahoo.in",India,656.25,0.00,USD,0.00,,0.00,,1250.00,KGS,IDLY RICE-DOUBLE ROSES BRAND(PACKED IN 2,0.00,,,,,,Penang (Georgetown),CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
649,28-01-2019,1006306709,"Rice, Semi-Milled Or Wholly Milled, Whether Or Not Polished Or Glazed","ООО """"ПОЛЕ КЭПИТАЛ""""","107140, , Г.МОСКВА, УЛ. КРАСНОПРУДНАЯ, Д.12/1, СТР.1, ПОМ.38",Russian Federation,Russia,.,.,.,.,KBP COMMODITY INDIA PRIVATE LIMITED,"110060, NEW RAJINDER NAGAR, NEW DELHI, 21/3, GROUND FLOOR, NAVGRAH MANDIR, GEETA MA",India,51740.00,0.00,USD,130000.00,Kg.,130335.00,Kg.,0.00,,"РИС ИНДИЙСКИЙ ПРОПАРЕННЫЙ ДЛИННОЗЕРНЫЙ IR-64, 5% БИТЫХ ЗЕРЕН. ДЛИНА ЗЕРНА БОЛЕЕ 6,0 ММ, С ОТНОШЕНИЕМ ДЛИНЫ К ШИРИНЕ БОЛЕЕ 3, ПОЛНОСТЬЮ ОБРУШЕННЫЙ,ШЛИФОВАННЫЙ,УРОЖАЙ 2018 ГОДА. УПАКОВАН В П/П МЕШКИ ПО 50 КГ НЕТТО КАЖДЫЙ. ВСЕГО 2600 МЕШКОВ. :",0.00,,CIF,НОВОРОССИЙСК,ОТСУТСТВУЕТ,KBP COMMODITY INDIA PRIVATE LIMITED,,,"ООО """"ПОЛЕ КЭПИТАЛ""""","123007, город МОСКВА, ХОРОШЁВСКОЕ ШОССЕ дом 32А, ЭТАЖ 1, ПОМ XII, КОМ 5, 6",0.00,,,,,,,,,0,0
650,28-01-2019,10063020,Basmati Rice,SAPPHIRE TRADING EST,.,Saudi Arabia,Saudi Arabia,.,.,.,.,JKG OVERSEAS PVT.LTD.,"H.NO.1203,SECTOR-7,URBAN ESTATE   ,KARNAL/HARYANA/ ,PIN-132116 ,9896342573 ,info.jkrice@gmail.com",India,44640.00,0.00,USD,0.00,,0.00,,48.00,MTS,INDIAN 1401 PUSA BASMATI CREAMY SELLA RI,0.00,,,,,,JEDDAH,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
651,28-01-2019,10063010,"Rice, parboiled",ABDUL REHMAN ABOOD OMAR,.,Saudi Arabia,SA - Saudi Arabia,.,.,.,.,PANDIKKAD TRADERS,"V/525 B, NEAR POLICE STATIONMANJERI ROAD   ,PANDIKKAD,MALAPPURAM,KERALA ,676521 ,2783288 0483 ,pandikkadtraders@gmail.com",India,21560.00,0.00,USD,0.00,,0.00,,44.00,MTS,INDIAN PARABOILED RICE (KURUVA) PACKING,0.00,,,,,,JEDDAH,KRISHNAPATNAM PORT SEA (INKRI1),,,0.00,,,,,,,,,0,0
652,28-01-2019,10063020,Basmati Rice,SAMBA FINANCIAL,.,Saudi Arabia,Saudi Arabia,.,.,.,.,S S INDUSTRIES,"HASSAN WALA ROAD,JALALABAD(W)   ,DISTT.FEROZEPUR ,152025 ,01638-253439 ,info@ssirice.com",India,271080.30,0.00,USD,0.00,,0.00,,230.00,MTS,STEAM BASMATI RICE PKD IN 4X10 KG JUTE B,0.00,,,,,,JEDDAH,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
653,28-01-2019,10063020,Basmati Rice,THE SAUDI INVESTMEN,.,Saudi Arabia,Saudi Arabia,.,.,.,.,AROMA AGROTECH PVT. LTD.,"145, FIRST FLOORNEW GRAIN MARKET   ,GHARAUNDA/HARYANA ,132114 ,0748-250339 ,aromaagro@yahoo.com",India,596640.00,0.00,USD,0.00,,0.00,,497.20,MTS,CUP BRAND INDIAN BASMATI SELLA RICE PKD,0.00,,,,,,Damman,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
654,28-01-2019,10063020,Basmati Rice,JAMJOOM GENERAL AGENCIES,.,Saudi Arabia,Saudi Arabia,.,.,.,http://www.jamjoom.com,MRMC FOODS PVT. LTD.,"VILLAGE WAAN, (NEAR SAIYANWALA)  FARIDKOT ROAD, ,FEROZEPUR ,PIN-152001 ,01632246660 ,mrmcfoods@gmail.com",India,127075.00,0.00,USD,0.00,,0.00,,115.00,MTS,INDIAN PUSA 1121 STEAMED RICE 23 MT PER,0.00,,,,,,JEDDAH,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
655,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),MOHAMMAD HABIB & SONS PTE.LTD.,.,Singapore,Singapore,.,.,.,.,GHODAWAT CONSUMER PRODUCTS LLP,"PLOT NO.438, A/P.CHIPRI  TAL.SHIROL,VIA-JAYSINGPUR ,DIST.KOLHAPUR/MAH ,PIN-416101 ,02322-255023 ,fmcg@ghodawat.com",India,6197.40,0.00,USD,0.00,,0.00,,12.52,MTS,"PONNI STEAM RICE,NON-BASMATI ",0.00,,,,,,SINGAPORE,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
656,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),MOHAMMAD HABIB & SONS PTE.LTD.,.,Singapore,Singapore,.,.,.,.,GHODAWAT CONSUMER PRODUCTS LLP,"PLOT NO.438, A/P.CHIPRI  TAL.SHIROL,VIA-JAYSINGPUR ,DIST.KOLHAPUR/MAH ,PIN-416101 ,02322-255023 ,fmcg@ghodawat.com",India,5925.00,0.00,USD,0.00,,0.00,,12.50,MTS,"PONNI STEAM RICE,NON-BASMATI ",0.00,,,,,,SINGAPORE,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
657,28-01-2019,10063020,Basmati Rice,,,Turkey,TR - Turkey,.,.,.,.,AROMA AGROTECH PVT. LTD.,"145, FIRST FLOORNEW GRAIN MARKET   ,GHARAUNDA/HARYANA ,132114 ,0748-250339 ,aromaagro@yahoo.com",India,49920.00,0.00,USD,0.00,,0.00,,48.00,MTS,INDIAN 1121 BASMATI GOLDEN SELLA RICE SO,0.00,,,,,,Mersin,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
658,28-01-2019,10063010,"Rice, parboiled",HSBC TRADE SERVICES,.,United Kingdom,United Kingdom,.,.,.,.,VISNUKUMAR TRADERS PRIVATE LIMITED,"NO.112-B, POONAMALLEE HIGH ROAD,VELAPPANCHAVADI,   ,CHENNAI, TAMILNADU ,600077 ,55715715 ,vktpl@vsnl.net",India,7339.25,0.00,GBP,0.00,,0.00,,12.50,MTS,NON BASMATHI RICE(PONNI BOILED RICE/IDLY,0.00,,,,,,Felixstowe,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
659,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),SHANA FOODSLTD.,"Second Way, HA9 0YU",United Kingdom,Wembley,+44 2087823200,+44 2087823219,info@shana.tv,http://www.shanafoods.com,"RA INDIA, ","18,MITRA MANDAL COLONY   ,PUNE ,411009 , ,",India,6200.00,0.00,GBP,0.00,,0.00,,10.00,MTS,SONA MASOORI RICE,0.00,,,,,,LONDON GATWAY PORT,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
660,28-01-2019,10063020,Basmati Rice,TILDALTD.,"Coldharbour Lane, Rainham | RM13 9YQ",United Kingdom,Essex,.,.,.,https://www.tilda.com,FORTUNE RICE LIMITED,"F-22/35,GR.FLOOR, SECTOR-3,ROHINI   ,DELHI ,110085 , ,",India,424500.00,0.00,USD,0.00,,0.00,,500.00,MTS,BASMATI PUSA PARBOILED BROWN RICE PKD.IN,0.00,,,,,,LONDON GATWAY PORT,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
661,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,1650.01,0.00,USD,0.00,,0.00,,998.80,KGS,SEERAGA SAMBA RICE (PACKED IN PP BAGS 4.,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
662,28-01-2019,10063020,Basmati Rice,"FATIMA BROTHERS, INC.","., 56 01 56 DRIVE, MASPETH NY - 11378,, MASPETH NY 11378 US",United States,United States,.,.,.,.,S. K. EXPORTS,"SHOP NO.14,NAI ANAJ MANDI,  NOVELTY ROAD, ,KARNAL/HARYANA ,PIN-132001 ,09215723859 ,nill",India,27632.40,0.00,USD,0.00,,0.00,,23.03,MTS,AMINA PARBOILED BASMATI RICE PKG:1268,0.00,,,,,,New York,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
663,28-01-2019,10063010,"Rice, parboiled",POLE CAPITALLTD.,.,Russian Federation,Russian Federation,.,.,.,.,KBP COMMODITY INDIA PRIVATE LIMITED,"21/3, NAVGRAH MANDIR  GEETA MANDIR MARG, NEW RAJINDER NAG ,NEW DELHI ,PIN-110060 ,011-28742039 9897879682 ,LAKSHYA@KLAINDIA.COM",India,110240.00,0.00,USD,0.00,,0.00,,260.00,MTS,"INDIAN PARBOILED RICE IR-64,5%BROKEN,CRO ",0.00,,,,,,Novorossiysk,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
664,28-01-2019,10063020,Basmati Rice,LT FOODS AMERICAS,"11130 WARDLAND DRIVE-CYPRESS,CA 90630-USA",United States,United States,.,.,.,.,RAGHUNATH  AGRO  INDUSTRIES PRIVATE LIMITED,"PHOOLA  ROAD BHIKHIWINDAMRITSAR   ,PUNJAB ,143001 ,72082,72113 ,aarora@raghunathagro.com",India,29030.10,0.00,USD,0.00,,0.00,,4630.00,PAC,DAAWAT TRADITIONAL BASMATI RICE  21.020M T 4630  PAC    1X10 LBS  POLY POUCH  L>6 .61MM & L/B 3.5MM,0.00,,,,,,Philadelphia,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
665,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,2046.44,0.00,USD,0.00,,0.00,,1990.71,KGS,SONA MASOORI RICE (PACKED IN PP BAGS 9.0,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
666,28-01-2019,10063010,"Rice, parboiled",DECCAN FOODS LLC.,"2265 EAST OAKLAND STREET CHANDLER, ARIZONA 85225, 1-6024763070 TELEX 1-88885482",United States,Arizona,,,,,DECCAN GRAINZ PRIVATE LIMITED,"11-11-398, PLOT NO.58, ROAD NO.6, SOWBAGYAPURAM, R K PURAM,   ,HYDERABAD, AP. ,0 ,040-24558599 ,suripangas@gmail.com",India,17825.16,0.00,USD,0.00,,0.00,,20.98,MTS,SONA MASOORI RICE (NON BASMATI RICE) 115,0.00,,,,,,Newark,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
667,28-01-2019,10063010,"Rice, parboiled","HOUSE OF SPICES INDIA, INC.",.,United States,United States,.,.,.,.,ANANDHA MODERN RICE MILL,"423-1/B, MADRAS - TRICHY ROAD,VIKRAVANDI, VILLUPURAM DISTRICT,   ,TAMILNADU ,605652 ,04146-233207 ,",India,10001.60,0.00,USD,0.00,,0.00,,940.00,BAG,RICE- PONNI BOILED RICE (NON- BASMATHI),0.00,,,,,,Newark,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
668,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),FYVE ELEMENTS LLC.,"2401 DELTA LANE, ELK GROVE VILLAGE,IL 60007 CHICAGO USA",United States,United States,.,.,.,.,SRESTA NATURAL BIOPRODUCTS PVT LTD,"203 PAVANI ANNEXE, ROADNO.2BANJARA HILLS   ,HYDERABAD.A.P. ,500034 ,27893028 ,info@sresta.com",India,455.00,0.00,USD,0.00,,0.00,,350.00,KGS,ORGANIC SONAMASURI BROWN RICE 2.2 LB ( A,0.00,,,,,,Baltimore,HYDERABAD ICD (INSNF6),,,0.00,,,,,,,,,0,0
669,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,5186.20,0.00,USD,0.00,,0.00,,5044.95,KGS,PONNI BOILED RICE (PACKED IN PP BAGS 9.0,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
670,28-01-2019,10063020,Basmati Rice,LT FOODS AMERICAS,"11130 WARDLAND DRIVE-CYPRESS,CA 90630-USA",United States,United States,.,.,.,.,D.D.INTERNATIONAL PVT.LTD.,"26,THE MALL,AMRITSAR   ,PUNJAB ,143001 ,2563866,2560866,2211966,2211866 ,ddiga@glide.net.in",India,94767.00,0.00,USD,0.00,,0.00,,9300.00,BAG,"100% PUSA WHITE RAW RICE, (ITEM CODE: 91 000001), PACKED IN 01 X 20 LBS WHITE JUT E BAG",0.00,,,,,,Savannah,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
671,28-01-2019,10063010,"Rice, parboiled",OOO MISTRAL TRADING,.,Russian Federation,Russian Federation,.,.,.,.,AL GYAS EXPORTS PRIVATE LIMITED,"WORLD TRADE CENTRE,1704-,CENTRE - 1, CUFFE PARADE   ,MUMBAI,MAHARASHTRA ,400005 ,22151289,FAX NO. 3743310 ,age@vsnl.com",India,31500.00,0.00,USD,0.00,,0.00,,75.00,MTS,"INDIAN PARBOILED LONG GRAIN RICE,PACKED ",0.00,,,,,,Novorossiysk,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
672,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,1043.74,0.00,USD,0.00,,0.00,,998.80,KGS,SONA MASOORI RICE (PACKED IN PP BAGS 4.5,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
673,28-01-2019,10063010,"Rice, parboiled","HOUSE OF SPICES INDIA, INC.",.,United States,United States,.,.,.,.,ANANDHA MODERN RICE MILL,"423-1/B, MADRAS - TRICHY ROAD,VIKRAVANDI, VILLUPURAM DISTRICT,   ,TAMILNADU ,605652 ,04146-233207 ,",India,654.60,0.00,USD,0.00,,0.00,,60.00,BAG,RICE- PONNI BOILED RICE (NON- BASMATHI),0.00,,,,,,Newark,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
674,28-01-2019,10063010,"Rice, parboiled",OOO TD ENDAKSI,.,Russian Federation,Russian Federation,.,.,.,.,SADAR BIOTECH PRIVATE LIMITED," , , , ,",India,121800.00,0.00,USD,0.00,,0.00,,300.00,MTS,"INDIAN LONG GRAIN PARBOILED RICE , 5% BR ",0.00,,,,,,Novorossiysk,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
675,28-01-2019,10063010,"Rice, parboiled",INDIGO FOODS USA LLC.,"3906 N 6TH ST, HARRISBURG, PA 17110 US",United States,United States,.,.,contact@indigofoodsusa.com,www.indigofoodsusa.com,SIYEN TRADERS,"469, NEAR RELIANCE PETROL PUMP,  KUMBHAWADA, BORAWADE TAL-KAGAL ,DIST. KOLHAPUR/MAH. ,PIN-416208 ,02325254755 ,siyentraders@gmail.com",India,1100.00,0.00,USD,0.00,,0.00,,200.00,NOS,PONNI RICE PACKED IN 20 LBS EACH,0.00,,,,,,Baltimore,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
676,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,774.07,0.00,USD,0.00,,0.00,,998.80,KGS,IDLY RICE (PACKED IN PP BAGS 4.54 KGS EA,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
677,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,1508.95,0.00,USD,0.00,,0.00,,1990.71,KGS,IDLY RICE (PACKED IN PP BAGS 9.09 KGS EA,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
678,28-01-2019,10063010,"Rice, parboiled",OOO MISTRAL TRADING,.,Russian Federation,Russian Federation,.,.,.,.,AL GYAS EXPORTS PRIVATE LIMITED,"WORLD TRADE CENTRE,1704-,CENTRE - 1, CUFFE PARADE   ,MUMBAI,MAHARASHTRA ,400005 ,22151289,FAX NO. 3743310 ,age@vsnl.com",India,74025.00,0.00,USD,0.00,,0.00,,175.00,MTS,"INDIAN PARBOILED LONG GRAIN RICE,PACKED ",0.00,,,,,,Novorossiysk,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
679,28-01-2019,10063010,"Rice, parboiled",AGROTRADE RUS LLC.,.,Russian Federation,Russian Federation,.,.,.,.,A-ONE AGRICULTURE & ALLIED ACTIVITIES PRIVATE LTD.,"H. NO.195, GREEN HEIGHTS COLONY  ROORKEE ROAD ,MEERUT ,PIN-250110 ,01212970198 ,param@tewatoa.com",India,103500.00,0.00,USD,0.00,,0.00,,250000.00,KGS,"INDIAN LONG GRAIN PARBOILED RICE, 5% BRO ",0.00,,,,,,St Petersburg (Ex Le,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
680,28-01-2019,10063010,"Rice, parboiled",COCONUT HILLS,.,United States,US - United States,.,.,.,.,GREEN BULK," , , , ,",India,4306.82,0.00,USD,0.00,,0.00,,3995.20,KGS,MATTA RICE (PACKED IN PP BAGS 4.54 KGS E,0.00,,,,,,Oakland,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
681,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),INDIGO FOODS USA LLC.,"3906 N 6TH ST, HARRISBURG, PA 17110 US",United States,United States,.,.,contact@indigofoodsusa.com,www.indigofoodsusa.com,SIYEN TRADERS,"469, NEAR RELIANCE PETROL PUMP,  KUMBHAWADA, BORAWADE TAL-KAGAL ,DIST. KOLHAPUR/MAH. ,PIN-416208 ,02325254755 ,siyentraders@gmail.com",India,5940.00,0.00,USD,0.00,,0.00,,1100.00,NOS,SONA MASURI RICE PACKED IN 20 LBS EACH,0.00,,,,,,Baltimore,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
682,28-01-2019,10063020,Basmati Rice,"FATIMA BROTHERS, INC.","., 56 01 56 DRIVE, MASPETH NY - 11378,, MASPETH NY 11378 US",United States,United States,.,.,.,.,S. K. EXPORTS,"SHOP NO.14,NAI ANAJ MANDI,  NOVELTY ROAD, ,KARNAL/HARYANA ,PIN-132001 ,09215723859 ,nill",India,22566.46,0.00,USD,0.00,,0.00,,23.03,MTS,FATIMA PARBOILED BASMATI RICE PKG:1268,0.00,,,,,,New York,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
683,28-01-2019,10063020,Basmati Rice,"FATIMA BROTHERS, INC.","., 56 01 56 DRIVE, MASPETH NY - 11378,, MASPETH NY 11378 US",United States,United States,.,.,.,.,S. K. EXPORTS,"SHOP NO.14,NAI ANAJ MANDI,  NOVELTY ROAD, ,KARNAL/HARYANA ,PIN-132001 ,09215723859 ,nill",India,27632.40,0.00,USD,0.00,,0.00,,23.03,MTS,SHAD GOLD PARBOILED BASMATIRICE PKG:1268,0.00,,,,,,New York,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
684,28-01-2019,10063020,Basmati Rice,SUN FOOD MMC,АЗЕРБАЙДЖАНГ. БАКУ  БИНАГАДИНСКИЙ Р-НПР.З.БУНЯДОВА 2084 КВАРТАЛ,Azerbaijan,Azerbaijan,.,.,.,.,INDO ARAB GRAIN SUPPLIERS,"59, FIRST FLOOR,,NEW ANAJ MANDI   ,GHARAUNDA,HARYANA ,PIN-132114 ,919813015950 ,vikasbindal@hotmail.com",India,270510.00,0.00,USD,0.00,,0.00,,254.00,MTS,INDIAN PURE BASMATI1121SELLA CREAMY RICE,0.00,,,,,,Poti,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
685,28-01-2019,10063010,"Rice, parboiled",AARVI GENERAL TRADING LLC.,.,Burkina Faso,BURKINA FASO,.,.,.,.,RADIKA EXIM,"A-85 ROAD NO.9,V.K.I. AREA,   ,JAIPUR ,302013 ,09414072319,0141-2231869 ,global@radikaexim.com",India,40950.00,0.00,EUR,0.00,,0.00,,130.00,MTS,INDIAN PARBOILED RICE 5% BROKEN (NON BAS,0.00,,,,,,Lome,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
686,28-01-2019,10063090,Rice Excptg Parboiled (Excl Basmati Rice),NIMEL CO SARL.,.,Burkina Faso,BURKINA FASO,.,.,.,.,EASTMAN INTERNATIONAL,"B-XXX-2185/C-203/1,PHASE VII,FOCAL POINT   ,LUDHIANA ,141010 ,2673932, 2673933 ,eastman@eastman-intl.com",India,0.00,0.00,USD,0.00,,0.00,,0.00,KGS,WE INTEND TO CLAIM REWARDS UNDER MERCHAN,0.00,,,,,,Lome,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
