NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,IMPORTER COUNTRY,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS
1297,25-01-2020,10063010,"Rice, parboiled",DELISHUS SERVICES OY.,.,Finland,Finland,.,.,.,.,VISNUKUMAR TRADERS PRIVATE LIMITED,"NO.112-B, POONAMALLEE HIGH ROAD,VELAPPANCHAVADI,   ,CHENNAI, TAMILNADU ,600077 ,55715715 ,vktpl@vsnl.net",India,395.00,0.00,USD,0.00,,0.00,,50.00,PAC,NON BASMATHI RICE(SONA MASURI RICE)-CHAK RA BRAND - PKD IN 10 KGSX 1 NOS PP POUCH ES,0.00,,,,,,Helsinki (Helsingfor,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
1298,25-01-2020,100630,,V-TRADE LLC.,.,Georgia,Georgia,.,.,.,.,VINOD RICE MILL PRIVATE LIMITED,,India,0.00,0.00,,0.00,,24985.00,Kg.,995.00,BAGS,INDIAN BASMATI SELLA RICE,0.00,,,,,,POTI,SONIPAT,,,0.00,,,,,,,,,0,0
1299,25-01-2020,100630,,VEYSELOGLU LLC.,.,Georgia,Georgia,.,.,.,.,VINOD RICE MILL PRIVATE LIMITED,,India,0.00,0.00,,0.00,,23956.00,Kg.,1260.00,BAGS,INDIAN BASMATI SELLA RICE,0.00,,,,,,POTI,SONIPAT,,,0.00,,,,,,,,,0,0
1300,25-01-2020,100630,,VEYSELOGLU LLC.,.,Georgia,Georgia,.,.,.,.,VINOD RICE MILL PRIVATE LIMITED,,India,0.00,0.00,,0.00,,21557.00,Kg.,1050.00,BAGS,INDIAN BASMATI SELLA RICE,0.00,,,,,,POTI,SONIPAT,,,0.00,,,,,,,,,0,0
1301,25-01-2020,10063020,Basmati Rice,BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,40089.60,0.00,USD,0.00,,0.00,,46.08,MTS,"INDIAN 1121 BASMATI WHITE SELLA RICE,",0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1302,25-01-2020,10063020,Basmati Rice,BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,40014.00,0.00,USD,0.00,,0.00,,46.80,MTS,"INDIAN 1121 BASMATI WHITE SELLA RICE,",0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1303,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,17388.25,0.00,USD,0.00,,0.00,,25.00,MTS,INDIAN SUGANDHA WHITE SELLA RICE UNDER 'GOLDEN DEER'BRAND PACKED 25KG. BOPP BAGS AND OUTER PP BAG,0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1304,25-01-2020,10063020,Basmati Rice,BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,40572.50,0.00,USD,0.00,,0.00,,50.00,MTS,INDIAN 1121 BASMATI WHITE SELLA RICE UNDER 'TABAN'BRAND PACKED 25KG.BOPP BAGS WITH INNER PP AND OUTE,0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1305,25-01-2020,10063010,"Rice, parboiled",FLORANSA GENERAL TRADING,.,Kuwait,Kuwait,.,.,.,.,GRANDMAS FOOD PRODUCTS,"MMC.XIV/60-K, JACOBS TOWER  P.O. JUNCTION, MUVATTUPUZHA ,ERNAKULAM, KERALA ,PIN-686661 ,0485-2834730, Fax-0485-2834378 ,grandmas@bsnl.in",India,318.00,0.00,USD,0.00,,0.00,,300.00,NOS,PONNARI MATTA BROKEN RICE 1KG,0.00,,,,,,Shuwaikh,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1306,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),S G M B SOCIETE GENERALE,.,Morocco,MA - Morocco,.,.,.,.,FAZLANI EXPORTS PVT LTD,"NIRMAL BUILDING, 21ST FLOOR,NARIMAN POINT,   ,MUMBAI, MAHARASHTRA ,400021 ,022-66396666 ,info@fazlani.com",India,0.00,0.00,USD,0.00,,0.00,,0.00,MTS,WE INTEND TO CLAIM REWARDS UNDER MERCHAN,0.00,,,,,,Casablanca,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
1307,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),GREAT NEPTUNE ENTERPRISE SDN. BHD.,.,Malaysia,Malaysia,.,.,.,.,QCAP SECURITIES PRIVATE LIMITED," , , , ,",India,122805.54,0.00,USD,0.00,,0.00,,338.00,MTS,SWARNA RICE UNDER 5% SILKY SORTEX NEW CR OP 2019 NON BASAMATI (PROC. FRM HELD STK .) WE INTD CLM RWD,0.00,,,,,,Pasir Gudang,KOLKATA SEA (INCCU1),,,0.00,,,,,,,,,0,0
1308,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),SPICE & PRODUCE TRADERSLTD.,.,New Zealand,New Zealand,.,.,.,.,KANU KRISHNA CORPORATION,"502/503, GORADIA HOUSE,100/104, KAZI SYED STREET   ,MUMBAI         ,MAHARASHTRA ,400003 ,022 23427676/2340 0290/23412565/022 40237676TO87/FAX NO:022 23401676/ ,kkcdipak@vsnl.com",India,1125.00,0.00,USD,0.00,,0.00,,1.50,MTS,IDLI RICE,0.00,,,,,,Auckland,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
1309,25-01-2020,10063020,Basmati Rice,AL AROOJ AL ZAHABI TRADING EST,Ahl Al Khair  Jeddah  Makkah - Hijaz Region (West) - Saudi Arabia ,Saudi Arabia,SA - Jeddah,+966 12 268 5245,,,,MAHAVIR RICE MILLS,"LINK ROAD,   ,TARAORI ,132116 ,01745-42173 ,",India,141250.00,0.00,USD,0.00,,0.00,,125.00,MTS,"INDIAN 1121 BASMATI GOLDEN SELLA RICE, 1",0.00,,,,,,Jeddah,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1310,25-01-2020,10063020,Basmati Rice,"ABDULRAHMAN & MOHD, A AZIZ",.,Saudi Arabia,Saudi Arabia,.,.,.,.,D D INTERNATIONAL PVT LTD,"26,THE MALL,AMRITSAR   ,PUNJAB ,143001 ,2563866,2560866,2211966,2211866 ,ddiga@glide.net.in",India,624076.20,0.00,USD,0.00,,0.00,,660.00,MTS,PURE BASMATI SELLA RICE (CROP YEAR-2019) PACKING IN 08 X 05 KGS SUPER CANVAS DOU BLE JUTE BAGS,0.00,,,,,,KING ABDULLAH CITY,PALWAL ICD (INPWL6),,,0.00,,,,,,,,,0,0
1311,25-01-2020,10063020,Basmati Rice,SAPPHIRE TRADING CO,"OFFICE NO 16 BIL SHARAF CENTRE PETROMIN DISTT. P.O BOX 22412, JEDDAH",Saudi Arabia,Saudi Arabia,.,.,.,https://www.sapphire-trading.com,MAHAVIR GLOBAL INC,"ADDRESS  LINK ROAD TARAORI     null     KARNAL/HARYANA      ,KARNAL/HARYANA ,0 ,01745-241299 ,vgmahavir@gmail.com",India,21000.00,0.00,USD,0.00,,0.00,,25.00,MTS,"INDIAN 1121BASMATI SELLARICE,LONG GRAIN,",0.00,,,,,,Jeddah,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1312,25-01-2020,10063010,"Rice, parboiled",BANQUE INTERNATION,.,Togo,TG - Togo,.,.,.,.,"KLA FOODS (INDIA) LTD.,","IIND  MILES  STONE, KICHHA  ROADRUDRAPUR,   ,UDHAMSINGH NAGAR, UTTARANCHAL ,263153 ,05944-246507,243807 ,Info.@Kissahinternaitonal.com",India,206440.00,0.00,USD,0.00,,0.00,,520.00,MTS,INDIAN IR-64 PARBOILED LONG GRAIN RICE 5,0.00,,,,,,Lome,VIZAG SEA (INVTZ1),,,0.00,,,,,,,,,0,0
1313,25-01-2020,10063000,Semi-milled or wholly milled rice,BERT T E.I.R.L.YNCK,P.O. Box 2599 Dar Es Salaam,Tanzania,Tanzania,.,.,.,.,ALI HAJI FOUM,DAR ES SALAAM,India,112.00,257597.74,USD,0.00,,0.00,,100.00,KGM,BASMAT RICE,0.00,,,,,,,,,,0.00,,,,,,,,,0,0
1314,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),PRIDE ASIA FOODSLTD.,.,United Kingdom,United Kingdom,.,.,.,.,VIVEK AGRO PRODUCTS,"PLOT NO.86, AT-PO.GANGPUR,TAL: PALSANA,   ,SURAT/GUJARAT. ,394310 ,02622-63559/63859/63959/fax-22759 ,info@vimalagro.com",India,14880.00,0.00,USD,0.00,,0.00,,2.00,BAG,SONA MASOORI RAW (NON BASMATI RICE (NON- ORGANIC) 10 KG BAG,0.00,,,,,,LONDON GATWAY PORT,HAZIRA PORT SURAT (INHZA1),,,0.00,,,,,,,,,0,0
1315,25-01-2020,10063020,Basmati Rice,"SLT IMPORTS, INC.","1059, KINGS GEORGES POST ROAD NEW J EDISON NJ 06837 UNITED STATES ",United States,New Jersey,,,,,REAL VALUE FOODS PVT. LTD.,"204, B-9, WASON CHAMBERS MODEN TOWN   ,NEW DELHI , ,01127323575 09999590022 ,realvalue.rice@gmail.com",India,41360.00,0.00,USD,0.00,,0.00,,44.00,MTS,6464 BAGS OF INDIAN RICE PKD IN 15 LBS N,0.00,,,,,,New York,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
1316,25-01-2020,10063010,"Rice, parboiled",FYVE ELEMENTS LLC.,"2401 DELTA LANE, ELK GROVE VILLAGE,IL 60007 CHICAGO USA",United States,United States,.,.,.,.,SRESTA NATURAL BIOPRODUCTS PVT LTD,"203 PAVANI ANNEXE, ROADNO.2BANJARA HILLS   ,HYDERABAD.A.P. ,500034 ,27893028 ,info@sresta.com",India,1804.74,0.00,USD,0.00,,0.00,,1.83,MTS,ORGANIC IDLY RAVA 4 lb(AS PER INV & PKG),0.00,,,,,,Baltimore,HYDERABAD ICD (INSNF6),,,0.00,,,,,,,,,0,0
1317,25-01-2020,10063020,Basmati Rice,AL DAHRA FOOD LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://www.aldahra.com,ADANI WILMAR LIMITED,"FORTUNE HOUSE NR.NAVRANGPURARAILWAY CROSSING NAVRANGPURA   ,AHMEDABAD ,380009 ,6565555/6565500 ,INFO@ADANIGROUP.COM",India,44973.92,0.00,USD,0.00,,0.00,,50.05,MTS,1121 STEAM BASMATI RICE PACKED IN BULK I N CONTAINER PKG DT: JAN 2020 EXP DT JAN 2022 BATCH NO. AQST,0.00,,,,,,Abu Dhabi,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1318,25-01-2020,10063010,"Rice, parboiled",AL TAYEB DISTRIBUTION LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://altayebintl.com,MANJILAS FOOD TECH PRIVATE LIMITED,"TC-16/1382,  SASTHRI ROAD, NELLIKUNNU, ,THRISSUR,KERALA ,PIN-680005 ,0487 2420895 2440113 ,info@manjilas.com",India,1845.00,0.00,USD,0.00,,0.00,,450.00,NOS,5 KG PONNI RICE,0.00,,,,,,Jebel Ali,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1319,25-01-2020,10063010,"Rice, parboiled",AL TAYEB DISTRIBUTION LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://altayebintl.com,MANJILAS FOOD TECH PRIVATE LIMITED,"TC-16/1382,  SASTHRI ROAD, NELLIKUNNU, ,THRISSUR,KERALA ,PIN-680005 ,0487 2420895 2440113 ,info@manjilas.com",India,15072.00,0.00,USD,0.00,,0.00,,4.80,NOS,5 KG PALAKKADAN MATTA RICE - ROUND GRAIN,0.00,,,,,,Jebel Ali,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1320,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),LUCKY GBR GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,SAMSKRUTHI EXPORTERS,"MUNICIPAL NO.3-6-224-225, F.NO.501, SRIDEVI ESTATES, STREET NO.16, HIMAYATH NAGAR   ,HYDERABAD ,0 ,8008998787 ,kskr96@gmail.com",India,24183.58,0.00,USD,0.00,,0.00,,50.76,MTS,INDIAN NON BASMATI RICE (PACKED IN NEW P P/NON WOVEN BAGS) TOTAL 5640 BAGS / 9 KG S NET WT OF EACH B,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1321,25-01-2020,10063020,Basmati Rice,INTERTRADE GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,http://www.intertradegt.com,BHARAT AGRO IMPEX,"VILLAGE PAKHANA-NADANA ROAD  VILLAGE PAKHANA ,TARAORI/HARYANA/ ,PIN-132116 ,9896051555 ,bharatagroimpex@gmail.com",India,7.99,0.00,USD,0.00,,0.00,,0.01,MTS,"SAMPLE OF INDIAN RICE,PACKED IN 65NOS X",0.00,,,,,,DUBAI,DELHI AIR CARGO ACC (INDEL4),,,0.00,,,,,,,,,0,0
1322,25-01-2020,10063020,Basmati Rice,JALEEL TRADERS LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://www.jaleelholdings.com,D.D.INTERNATIONAL INC.,"26,THE MALL,AMRITSAR   ,PUNJAB ,143001 ,506209-506211 ,",India,21713.84,0.00,USD,0.00,,0.00,,23.00,MTS,575 BAGS OF UNCLE J NG WAFAA LONG GRAIN BASMATI RICE PKD IN NON-WOVEN BAGS OF 10 KG X 4 IN MASTER BA,0.00,,,,,,Jebel Ali,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
1323,25-01-2020,10063010,"Rice, parboiled",ATIQ ABDULLA FLOUR MILL LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,GULF MALABAR EXPORTERS,"IX / 541-B, VATTAMKULAM,   ,MALAPPURAM, ,PIN-679576 ,0494-2682338 / 9061443816 ,cathoufeeq@gmail.com",India,840.00,0.00,USD,0.00,,0.00,,1200.00,KGS,MATTA BROKEN RICE (1KGX12PCS),0.00,,,,,,Jebel Ali,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1324,25-01-2020,10063010,"Rice, parboiled",RESMI INTERNATIONAL (SYD),.,Australia,Australia,.,.,.,.,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,247.50,0.00,USD,0.00,,0.00,,250.00,KGS,PAYASAM RICE,0.00,,,,,,Sydney,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1325,25-01-2020,10063010,"Rice, parboiled",RESMI INTERNATIONAL (SYD),.,Australia,Australia,.,.,.,.,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,11210.00,0.00,USD,0.00,,0.00,,14.75,KGS,SILKY SORTEX MATTA RICE,0.00,,,,,,Sydney,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1326,25-01-2020,10063010,"Rice, parboiled",RESMI INTERNATIONAL (SYD),.,Australia,Australia,.,.,.,.,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,445.50,0.00,USD,0.00,,0.00,,550.00,KGS,JAYA RICE,0.00,,,,,,Sydney,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1327,25-01-2020,10063010,"Rice, parboiled",DELISHUS SERVICES OY.,.,Finland,Finland,.,.,.,.,VISNUKUMAR TRADERS PRIVATE LIMITED,"NO.112-B, POONAMALLEE HIGH ROAD,VELAPPANCHAVADI,   ,CHENNAI, TAMILNADU ,600077 ,55715715 ,vktpl@vsnl.net",India,16.80,0.00,USD,0.00,,0.00,,20.00,PAC,NON BASMATHI RICE(MOTAKARUPPAN RICE)-CHA KRA BRAND - PKD IN 1 KGSX 20 NOS PP POUC HES,0.00,,,,,,Helsinki (Helsingfor,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
1328,25-01-2020,10063020,Basmati Rice,LTD VG,"0145, Г.ТБИЛИСИ, УЛ.КИНДЗМАРАУЛИ,Д.7",Georgia,Georgia,.,.,.,.,VINOD RICE MILL PRIVATE LIMITED,"21/18-19,20, SANOTH ROAD,HOLAMBIáKALAN   ,DELHIá ,110082 ,01127700539 ,gopalkgupta2003@yahoo.com",India,1736.06,0.00,USD,0.00,,0.00,,2.00,MTS,MOHOBBAT BRAND INDIAN BASMATI SELLA RICE PKD IN 5 KG NET IN HDPE BAG SCH 4 BAGS FRTHER PKD IN 20 KG,0.00,,,,,,Poti,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
1329,25-01-2020,100630,,VEYSELOGLU LLC.,.,Georgia,Georgia,.,.,.,.,VINOD RICE MILL PRIVATE LIMITED,,India,0.00,0.00,,0.00,,23403.00,Kg.,1150.00,BAGS,INDIAN BASMATI SELLA RICE,0.00,,,,,,POTI,SONIPAT,,,0.00,,,,,,,,,0,0
1330,25-01-2020,10063020,Basmati Rice,BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,38727.01,0.00,USD,0.00,,0.00,,46.08,MTS,INDIAN 1121 BASMATI WHITE SELLA RICE UNDER 'TABAN'BRAND PACKED 8X4.5 KG.BOPP AND OUTER PP BAG,0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1331,25-01-2020,10063020,Basmati Rice,BAXI SEWAN COMPANY FOR GENERAL,.,Iran,IR - Iran,.,.,.,.,B.D. OVERSEAS,"VILLAGE-PAKHANA,TARAORI,   ,KARNAL/HARYANA ,132116 ,01745-242573 ,mm_parveen@yahoo.com",India,63000.00,0.00,USD,0.00,,0.00,,75.00,MTS,"INDIAN 1121 BASMATI WHITE SELLA RICE,",0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1332,25-01-2020,10063020,Basmati Rice,PAYAM TEJARAT JASHNVAREH CO,.,Iran,Iran,.,.,.,,PJS OVERSEAS LIMITED,"   , , ,47421100 ,manoj@pjsoverseas.com",India,872112.00,0.00,USD,0.00,,0.00,,960.00,MTS,INDIAN BASMATI 1121 SELLA RICE PACKED IN 4X10KGS NET IN NON WOVEN BAGS (OTHER DE TAILS AS PER INVOIC,0.00,,,,,,Qeshm island,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1333,25-01-2020,10063020,Basmati Rice,BETA GIDA SANAVI VE TIC. A.S.,.,Iran,Iran,.,.,.,.,CHAMAN LAL SETIA EXPORTS LTD.,"MEERAN KOT ROAD,P.O.CENTRAL JAIL   ,AMRITSAR ,143001 ,2590318,2592708,2590453,9356000514 ,clsetia@rediffmail.com,www.maharanirice.com",India,21400.00,0.00,USD,0.00,,0.00,,20.00,KGS,1121 CREAMY SELLA BASMATI RICE PAC.2KG NET OF RICE IS PKD.IN JAR & SUCH 8 JARS PKD.IN ONE MASTER CAR,0.00,,,,,,Bandar Abbas,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
1334,25-01-2020,10063020,Basmati Rice,MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,10402.33,0.00,USD,0.00,,0.00,,12.27,MTS,AL FAYSAL XXL INDIAN LONG GRAIN AGED BA,0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1335,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,10853.21,0.00,USD,0.00,,0.00,,12.81,MTS,AL FAYSAL PREMIUM PARBOILED RICE (19 KG,0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1336,25-01-2020,10063020,Basmati Rice,MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,10402.46,0.00,USD,0.00,,0.00,,12.27,MTS,AL FAYSAL XL INDIAN LONG GRAIN BASMATI R,0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1337,25-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),V F C P L,.,Malaysia,MY - Malaysia,.,.,.,.,SAFE AGRITRADE PRIVATE LIMITED,"17, CROOKED LANE,   ,KOLKATA,W.B. ,PIN-700069 ,03322436423 ,ritum@safed.in",India,117962.00,0.00,USD,0.00,,0.00,,338.00,MTS,SWARNA WHITE RICE5%BROKEN SILKY SORTED(N,0.00,,,,,,Pasir Gudang,KOLKATA SEA (INCCU1),,,0.00,,,,,,,,,0,0
1338,25-01-2020,1006309600,"Rice: Semihusked Rice Or Fully Husked Rice, Polished Or Not Polished, Glazed Or Not Glazed: Completely Pealed Rice: Other: Long-Grained: With Proportion Of Length To Width More Than 2, But Less Than 3","ООО """"СУДАРУШКА""""","394040, , Г.ВОРОНЕЖ, УЛ. ЛАТНЕНСКАЯ, Д.5, ОФ.1А",Russian Federation,Russia,.,.,.,.,SRI SAI NATH AGRI INDUSTRIES PVT. LTD.,,India,117073.91,0.00,USD,285990.00,Kg.,0.00,,0.00,,"РИС ДЛИННОЗЕРНЫЙ, ДЛИНА ЗЕРНА БОЛЕЕ 6,0 ММ, 5% БИТЫХ ЗЕРЕН, ШЛИФОВАННЫЙ, ИНДИЙСКИЙ, С ОТНОШЕНИЕМ ДЛИНЫ К ШИРИНЕ 2.39. ПРЕДНАЗНАЧЕН ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ ЧЕЛОВЕКОМ. УПАКОВАН В МЕШКАХ ПО 25КГ. УПАКОВАН В МЕШКАХ ПО 50КГ. SRI SAI NATH AGRI INDUSTRIES PVT, L",0.00,,CIF,,ОТСУТСТВУЕТ,SRI SAI NATH AGRI INDUSTRIES PVT. LTD,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""""СУДАРУШКА""""","394040, ВОРОНЕЖСКАЯ ОБЛАСТЬ,, ВОРОНЕЖ, УЛ. ЛАТНЕНСКАЯ, 5, , 1А",0.00,,,India,,,,,,0,0
1339,25-01-2020,10063010,"Rice, parboiled",SALAH AL MUBAYAD TRDG EST,Al Anoud  Dammam  Eastern Region - East Region - Saudi Arabia ,Saudi Arabia,Saudi Arabia,+966 13 817 5969 ,+966 13 817 5764,,https://www.salahalmubayad.com,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,14300.00,0.00,USD,0.00,,0.00,,22.00,KGS,5 KGS X1 PALAKKADAN MATTA RICE LONG GRAI N,0.00,,,,,,Dammam,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1340,25-01-2020,10063010,"Rice, parboiled",DARESTABRAQ TRADING EST,.,Saudi Arabia,Saudi Arabia,.,.,.,,K K R AGRO MILLS PRIVATE LIMITED,"III/678, OKKAL P.O.  KALADY, ERNAKULAM DIST. ,KERALA. ,PIN-683550 ,0484-462422/Fax-0484-2464111 ,export@nirapara.com",India,4425.00,0.00,USD,0.00,,0.00,,7.50,KGS,5 KGS X1 PALAKKADAN MATTA RICE LONG GRAI N,0.00,,,,,,Riyadh,COCHIN SEA (INCOK1),,,0.00,,,,,,,,,0,0
1341,25-01-2020,10063020,Basmati Rice,SAPPHIRE TRADING CO,"OFFICE NO 16 BIL SHARAF CENTRE PETROMIN DISTT. P.O BOX 22412, JEDDAH",Saudi Arabia,Saudi Arabia,.,.,.,https://www.sapphire-trading.com,MAHAVIR GLOBAL INC,"ADDRESS  LINK ROAD TARAORI     null     KARNAL/HARYANA      ,KARNAL/HARYANA ,0 ,01745-241299 ,vgmahavir@gmail.com",India,19492.08,0.00,USD,0.00,,0.00,,24.00,MTS,INDIAN 1121BASMATI SELLARICE LONGGRAIN 1 FCL PKD.IN 4X10KG NEWWHITE JUTEBAGS MSTR 40KG PPPLAIN(SHIP.,0.00,,,,,,Jeddah,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
1342,25-01-2020,100630,,ZAKIA ABDUL RAHMAN S.R.L.,.,Saudi Arabia,Saudi Arabia,.,.,.,.,M/S PURAN CHAND RICE MILLS PVT LTD,,India,0.00,0.00,,0.00,,25250.00,Kg.,625.00,BAGS,INDIAN BASMATI SELLA RICE,0.00,,,,,,JEDDAH,MUNDRA,,,0.00,,,,,,,,,0,0
1343,25-01-2020,10063010,"Rice, parboiled",SUVAI FOODS PTE.LTD.,.,Singapore,Singapore,.,.,.,.,SUVAI FOODS," , , , ,",India,5000.00,0.00,USD,0.00,,0.00,,10.00,KGS,PARBOILED RICE 25KGS,0.00,,,,,,Singapore,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
